Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,RMSD_minus,complete_name,ares_id,ares_score,complete_model,Lddt_score,Lddt_rank
Chen,5,2.551,1,3.0,1,0.85,1,0.953,1,0.577,13,0.829,3,0.0,1,19.03,16,0.671,7,0.0,1,0.0,0,PZ25,-2.551,PZ25_Chen_5,PZ25_Chen_5,7.7167177,PZ25_Chen_5,0.7625988230664663,3
Adamiak,1,2.681,2,3.403,7,0.788,18,0.906,15,0.25,27,0.784,17,14.0,31,16.956,3,0.673,5,0.0,1,0.0,0,PZ25,-2.681,PZ25_Adamiak_1,PZ25_Adamiak_1,8.3201008,PZ25_Adamiak_1,0.7692369607211847,2
Adamiak,3,2.692,3,3.337,3,0.807,12,0.927,8,0.25,27,0.804,10,15.8,38,19.449,22,0.733,3,0.0,1,0.0,0,PZ25,-2.692,PZ25_Adamiak_3,PZ25_Adamiak_3,8.3309603,PZ25_Adamiak_3,0.7488340219646562,7
Chen,8,2.709,4,3.287,2,0.824,9,0.927,8,0.577,13,0.801,12,0.0,1,19.047,17,0.664,8,0.0,1,0.0,0,PZ25,-2.709,PZ25_Chen_8,PZ25_Chen_8,8.1673918,PZ25_Chen_8,0.7578063515060457,5
Chen,3,2.841,5,3.383,5,0.84,6,0.933,6,0.577,13,0.822,6,0.0,1,19.35,20,0.771,1,0.0,1,0.0,0,PZ25,-2.841,PZ25_Chen_3,PZ25_Chen_3,7.8250642,PZ25_Chen_3,0.7524649871217,6
Bujnicki,5,2.86,6,3.38,4,0.846,4,0.9,20,0.671,2,0.841,1,6.77,17,16.494,1,0.597,15,0.0,1,0.0,0,PZ25,-2.86,PZ25_Bujnicki_5,PZ25_Bujnicki_5,8.2261524,PZ25_Bujnicki_5,0.7810398332975603,1
Chen,9,2.874,7,3.388,6,0.848,2,0.953,1,0.577,13,0.826,4,0.0,1,19.618,24,0.619,13,0.0,1,0.0,0,PZ25,-2.874,PZ25_Chen_9,PZ25_Chen_9,8.0862598,PZ25_Chen_9,0.7478558524719181,9
Chen,1,2.903,8,3.594,8,0.808,11,0.906,15,0.577,13,0.785,16,0.0,1,20.365,30,0.701,4,0.0,1,0.0,0,PZ25,-2.903,PZ25_Chen_1,PZ25_Chen_1,7.9399343,PZ25_Chen_1,0.7345695159905559,17
Bujnicki,2,3.045,9,3.855,14,0.79,17,0.85,32,0.612,10,0.787,15,7.67,19,17.04,5,0.592,16,0.0,1,0.0,0,PZ25,-3.045,PZ25_Bujnicki_2,PZ25_Bujnicki_2,8.341507,PZ25_Bujnicki_2,0.7474399906990055,10
Chen,7,3.054,10,3.6,9,0.848,2,0.933,6,0.577,13,0.833,2,0.0,1,20.413,31,0.656,9,0.0,1,0.0,0,PZ25,-3.054,PZ25_Chen_7,PZ25_Chen_7,7.5740395,PZ25_Chen_7,0.7484293392716606,8
Chen,4,3.056,11,3.714,11,0.823,10,0.906,15,0.577,13,0.807,9,0.0,1,20.216,25,0.634,11,0.0,1,0.0,0,PZ25,-3.056,PZ25_Chen_4,PZ25_Chen_4,7.7147498,PZ25_Chen_4,0.7350826357587465,16
Bujnicki,3,3.069,12,3.81,13,0.805,13,0.85,32,0.671,2,0.801,12,7.67,19,17.902,11,0.589,17,0.0,1,0.0,0,PZ25,-3.069,PZ25_Bujnicki_3,PZ25_Bujnicki_3,8.2377224,PZ25_Bujnicki_3,0.7437766062102025,13
Adamiak,4,3.086,13,3.741,12,0.825,8,0.927,8,0.289,26,0.823,5,9.03,22,18.828,13,0.542,29,0.0,1,0.0,0,PZ25,-3.086,PZ25_Adamiak_4,PZ25_Adamiak_4,7.8127141,PZ25_Adamiak_4,0.7595122791013809,4
Chen,10,3.094,14,3.671,10,0.843,5,0.953,1,0.577,13,0.818,7,0.0,1,20.283,28,0.587,18,0.0,1,0.0,0,PZ25,-3.094,PZ25_Chen_10,PZ25_Chen_10,8.2236977,PZ25_Chen_10,0.7440381966802604,12
Adamiak,2,3.17,15,4.131,17,0.768,21,0.927,8,0.0,29,0.768,19,14.9,36,18.238,12,0.644,10,0.0,1,0.0,0,PZ25,-3.17,PZ25_Adamiak_2,PZ25_Adamiak_2,8.4099846,PZ25_Adamiak_2,0.7280141035272233,20
Adamiak,5,3.18,16,4.059,16,0.783,19,0.927,8,0.0,29,0.781,18,11.29,29,17.652,9,0.673,5,0.0,1,0.0,0,PZ25,-3.18,PZ25_Adamiak_5,PZ25_Adamiak_5,8.2883654,PZ25_Adamiak_5,0.7303482954138942,18
Bujnicki,1,3.218,17,3.996,15,0.805,13,0.872,30,0.671,2,0.793,14,3.61,13,16.978,4,0.556,27,0.0,1,0.0,0,PZ25,-3.218,PZ25_Bujnicki_1,PZ25_Bujnicki_1,8.2946854,PZ25_Bujnicki_1,0.7452365940473635,11
Chen,2,3.343,18,4.206,18,0.795,16,0.906,15,0.577,13,0.767,20,0.0,1,18.967,15,0.739,2,0.0,1,0.0,0,PZ25,-3.343,PZ25_Chen_2,PZ25_Chen_2,8.1106014,PZ25_Chen_2,0.7388421603348359,14
Bujnicki,4,3.472,19,4.333,20,0.801,15,0.85,32,0.612,10,0.804,10,5.87,16,17.416,8,0.558,26,0.0,1,0.0,0,PZ25,-3.472,PZ25_Bujnicki_4,PZ25_Bujnicki_4,8.33951,PZ25_Bujnicki_4,0.7357243149459827,15
Chen,6,3.477,20,4.209,19,0.826,7,0.906,15,0.577,13,0.812,8,0.0,1,19.438,21,0.621,12,0.0,1,0.0,0,PZ25,-3.477,PZ25_Chen_6,PZ25_Chen_6,8.0696011,PZ25_Chen_6,0.7250035773055734,21
Das,5,3.529,21,4.617,21,0.764,22,0.9,20,0.671,2,0.722,24,5.43,15,17.053,6,0.581,19,0.0,1,0.0,0,PZ25,-3.529,PZ25_Das_5,PZ25_Das_5,7.947927,PZ25_Das_5,0.7174252790298348,22
Das,7,3.7,22,4.84,22,0.764,22,0.9,20,0.567,23,0.736,21,7.24,18,16.809,2,0.571,21,0.0,1,0.0,0,PZ25,-3.7,PZ25_Das_7,PZ25_Das_7,8.2354431,PZ25_Das_7,0.7282645149173642,19
Das,8,4.211,23,5.438,23,0.774,20,0.9,20,0.671,2,0.736,21,9.05,23,17.66,10,0.562,25,0.0,1,0.0,0,PZ25,-4.211,PZ25_Das_8,PZ25_Das_8,8.3288212,PZ25_Das_8,0.6911890963726122,23
Xiao,1,4.522,24,7.844,27,0.576,47,0.693,47,0.0,29,0.561,46,14.47,34,21.725,35,0.606,14,0.0,1,0.0,0,PZ25,-4.522,PZ25_Xiao_1,PZ25_Xiao_1,9.2413578,PZ25_Xiao_1,0.5506311708521142,34
Xiao,4,4.644,25,7.164,26,0.648,40,0.783,41,0.0,29,0.63,40,14.01,32,22.736,40,0.573,20,0.0,1,0.0,0,PZ25,-4.644,PZ25_Xiao_4,PZ25_Xiao_4,9.3127136,PZ25_Xiao_4,0.5602675377405738,32
Xiao,5,4.646,26,7.068,24,0.657,37,0.783,41,0.0,29,0.643,36,14.91,37,22.526,38,0.569,22,0.0,1,0.0,0,PZ25,-4.646,PZ25_Xiao_5,PZ25_Xiao_5,9.1104774,PZ25_Xiao_5,0.5602820705444659,31
Xiao,3,4.647,27,7.069,25,0.657,37,0.783,41,0.0,29,0.643,36,14.46,33,22.467,37,0.569,22,0.0,1,0.0,0,PZ25,-4.647,PZ25_Xiao_3,PZ25_Xiao_3,9.1971169,PZ25_Xiao_3,0.5596661032410388,33
Das,1,5.748,28,7.927,28,0.725,28,0.872,30,0.612,10,0.685,28,9.05,23,19.277,19,0.569,22,0.0,1,0.0,0,PZ25,-5.748,PZ25_Das_1,PZ25_Das_1,7.4238119,PZ25_Das_1,0.6340103384131073,28
Das,9,5.951,29,8.468,29,0.703,33,0.896,26,0.671,2,0.636,39,14.49,35,18.834,14,0.545,28,0.0,1,0.0,0,PZ25,-5.951,PZ25_Das_9,PZ25_Das_9,8.0768929,PZ25_Das_9,0.646238016026329,26
Das,6,6.638,30,8.888,31,0.747,26,0.896,26,0.5,24,0.729,23,9.51,26,19.504,23,0.526,30,0.0,1,0.0,0,PZ25,-6.638,PZ25_Das_6,PZ25_Das_6,7.7151365,PZ25_Das_6,0.6508169671603349,25
Das,3,6.646,31,8.82,30,0.754,24,0.923,13,0.75,1,0.692,27,9.05,23,19.161,18,0.48,33,0.0,1,0.0,0,PZ25,-6.646,PZ25_Das_3,PZ25_Das_3,8.3221436,PZ25_Das_3,0.6568458449595764,24
Das,10,6.887,32,9.618,33,0.716,31,0.896,26,0.671,2,0.655,32,56.36,41,20.363,29,0.512,31,0.0,1,0.0,0,PZ25,-6.887,PZ25_Das_10,PZ25_Das_10,8.3277512,PZ25_Das_10,0.6256293821993275,29
Das,2,7.02,33,10.985,34,0.639,46,0.808,38,0.5,24,0.59,44,124.6,43,21.695,34,0.421,34,0.0,1,0.0,0,PZ25,-7.02,PZ25_Das_2,PZ25_Das_2,9.450779,PZ25_Das_2,0.5992076268154826,30
Das,4,7.17,34,9.539,32,0.752,25,0.896,26,0.671,2,0.709,25,4.98,14,17.361,7,0.5,32,0.0,1,0.0,0,PZ25,-7.17,PZ25_Das_4,PZ25_Das_4,7.640449,PZ25_Das_4,0.6458422765972669,27
iFoldRNA,1,7.643,35,11.535,35,0.663,36,0.8,39,0.0,29,0.648,34,1.35,12,30.03,46,0.284,39,0.0,1,0.0,0,PZ25,-7.643,PZ25_iFoldRNA_1,PZ25_iFoldRNA_1,8.0685492,PZ25_iFoldRNA_1,0.4930007780639622,35
SimRNA,1,7.796,36,12.161,37,0.641,43,0.732,46,0.0,29,0.642,38,145.96,47,22.954,41,0.275,41,0.0,1,0.0,0,PZ25,-7.796,PZ25_SimRNA_1,PZ25_SimRNA_1,8.7723923,PZ25_SimRNA_1,0.4768324747799957,37
RNAComposer,1,8.23,37,12.799,38,0.643,42,0.843,35,-1.0,43,0.584,45,10.84,28,27.67,44,0.287,38,0.0,1,0.0,0,PZ25,-8.23,PZ25_RNAComposer_1,PZ25_RNAComposer_1,9.5085297,PZ25_RNAComposer_1,0.449782455104815,44
Ding,2,8.577,38,11.959,36,0.717,30,0.95,4,0.0,29,0.658,31,13.09,30,22.355,36,0.277,40,0.0,1,5.551e-17,0,PZ25,-8.577,PZ25_Ding_2,PZ25_Ding_2,8.1233664,PZ25_Ding_2,0.4612689597195392,41
RNAComposer,3,8.646,39,13.509,41,0.64,45,0.9,20,-1.0,43,0.545,47,18.51,40,36.299,47,0.261,43,0.0,1,5.551e-17,0,PZ25,-8.646,PZ25_RNAComposer_3,PZ25_RNAComposer_3,9.9111214,PZ25_RNAComposer_3,0.4272666702439722,47
SimRNA,5,8.76,40,13.483,39,0.65,39,0.75,45,0.0,29,0.648,34,138.15,45,22.626,39,0.243,45,0.0,1,5.551e-17,0,PZ25,-8.76,PZ25_SimRNA_5,PZ25_SimRNA_5,8.0069666,PZ25_SimRNA_5,0.4573316877727695,42
SimRNA,3,9.637,41,13.583,42,0.709,32,0.9,20,-1.0,43,0.662,30,129.63,44,26.692,43,0.263,42,0.0,1,3.997e-15,0,PZ25,-9.637,PZ25_SimRNA_3,PZ25_SimRNA_3,9.1397057,PZ25_SimRNA_3,0.4840183873506475,36
SimRNA,4,9.649,42,14.955,45,0.645,41,0.8,39,0.0,29,0.617,43,116.82,42,20.243,26,0.239,46,0.0,1,4.274e-15,0,PZ25,-9.649,PZ25_SimRNA_4,PZ25_SimRNA_4,8.2813578,PZ25_SimRNA_4,0.4522630929383988,43
SimRNA,2,9.835,43,13.697,43,0.718,29,0.83,37,0.0,29,0.709,25,141.56,46,24.458,42,0.295,36,0.0,1,9.548e-15,0,PZ25,-9.835,PZ25_SimRNA_2,PZ25_SimRNA_2,8.5859776,PZ25_SimRNA_2,0.473530174572512,39
Ding,3,9.843,44,13.508,40,0.729,27,0.923,13,-1.0,43,0.679,29,10.38,27,20.899,32,0.217,47,0.0,1,9.881e-15,0,PZ25,-9.843,PZ25_Ding_3,PZ25_Ding_3,9.3726044,PZ25_Ding_3,0.4362278207054446,46
RNAComposer,2,10.022,45,14.501,44,0.691,35,0.843,35,-1.0,43,0.654,33,17.16,39,28.276,45,0.347,35,0.0,1,2.132e-14,0,PZ25,-10.022,PZ25_RNAComposer_2,PZ25_RNAComposer_2,9.8028107,PZ25_RNAComposer_2,0.4696923964370036,40
Ding,1,10.56,46,15.25,46,0.692,34,0.95,4,0.0,29,0.623,42,8.58,21,20.249,27,0.245,44,0.0,1,2.024e-13,0,PZ25,-10.56,PZ25_Ding_1,PZ25_Ding_1,8.1762056,PZ25_Ding_1,0.4412237515203548,45
Xiao,2,24.844,47,38.763,47,0.641,43,0.759,44,0.0,29,0.63,40,0.0,1,21.169,33,0.293,37,0.0,1,0.7522,0,PZ25,-24.844,PZ25_Xiao_2,PZ25_Xiao_2,7.7976756,PZ25_Xiao_2,0.4748571313586606,38
TFN,3,12.458,1,15.035,1,0.829,11,0.969,7,0.816,14,0.767,12,3.1,38,18.0,16,0.661,17,0.0,1,0.0,0,PZ26,-12.458,PZ26_TFN_3,PZ26_TFN_3,6.259551,PZ26_TFN_3,0.7097155312510549,1
TFN,7,12.76,2,15.765,2,0.809,30,0.958,18,0.816,14,0.744,37,2.14,19,18.046,20,0.661,17,0.0,1,0.0,0,PZ26,-12.76,PZ26_TFN_7,PZ26_TFN_7,6.2971277,PZ26_TFN_7,0.6945662080638861,21
Das,9,13.342,3,16.004,3,0.834,6,0.969,7,0.816,14,0.77,10,2.14,19,16.553,3,0.653,41,0.0,1,0.0,0,PZ26,-13.342,PZ26_Das_9,PZ26_Das_9,6.5550432,PZ26_Das_9,0.6964209934946882,15
Bujnicki,5,13.983,4,16.874,4,0.829,11,0.968,16,0.833,12,0.767,12,0.0,1,20.623,35,0.655,40,0.0,1,0.0,0,PZ26,-13.983,PZ26_Bujnicki_5,PZ26_Bujnicki_5,6.4598703,PZ26_Bujnicki_5,0.6624182013705038,35
Das,2,14.318,5,17.814,5,0.804,40,0.948,31,0.667,45,0.747,29,2.62,31,17.65,11,0.661,17,0.0,1,0.0,0,PZ26,-14.318,PZ26_Das_2,PZ26_Das_2,6.5350838,PZ26_Das_2,0.7013909986545723,5
FARFAR2,1,14.318,5,17.814,5,0.804,40,0.948,31,0.667,45,0.747,29,2.62,31,17.65,11,0.661,17,0.0,1,0.0,0,PZ26,-14.318,PZ26_FARFAR2_1,PZ26_FARFAR2_1,6.5350838,PZ26_FARFAR2_1,0.7013909986545723,5
TFN,8,14.728,7,18.358,9,0.802,45,0.948,31,0.816,14,0.734,46,3.57,41,18.67,27,0.665,11,0.0,1,0.0,0,PZ26,-14.728,PZ26_TFN_8,PZ26_TFN_8,6.30829,PZ26_TFN_8,0.6956650945898374,18
FARFAR2,5,14.889,8,18.452,11,0.807,33,0.927,44,0.816,14,0.753,24,1.19,10,18.146,23,0.663,13,0.0,1,0.0,0,PZ26,-14.889,PZ26_FARFAR2_5,PZ26_FARFAR2_5,6.7439141,PZ26_FARFAR2_5,0.6890012489812846,29
FARFAR2,8,14.974,9,18.613,13,0.805,36,0.958,18,0.73,31,0.741,40,3.1,38,18.03,19,0.66,25,0.0,1,0.0,0,PZ26,-14.974,PZ26_FARFAR2_8,PZ26_FARFAR2_8,6.8904943,PZ26_FARFAR2_8,0.6838250895746231,32
Bujnicki,3,15.231,10,17.988,7,0.847,2,0.989,1,0.913,1,0.782,4,1.43,12,19.548,32,0.681,5,0.0,1,0.0,0,PZ26,-15.231,PZ26_Bujnicki_3,PZ26_Bujnicki_3,6.7310548,PZ26_Bujnicki_3,0.6800015913661155,34
Das,1,15.278,11,18.563,12,0.823,18,0.969,7,0.73,31,0.759,21,1.91,18,16.499,2,0.652,42,0.0,1,0.0,0,PZ26,-15.278,PZ26_Das_1,PZ26_Das_1,6.4420891,PZ26_Das_1,0.7001118778602394,7
Das,5,15.29,12,18.799,14,0.813,26,0.969,7,0.73,31,0.747,29,1.67,15,18.007,17,0.66,25,0.0,1,0.0,0,PZ26,-15.29,PZ26_Das_5,PZ26_Das_5,6.4560122,PZ26_Das_5,0.6899030231133872,27
FARFAR2,3,15.29,12,18.799,14,0.813,26,0.969,7,0.73,31,0.747,29,1.67,15,18.007,17,0.66,25,0.0,1,0.0,0,PZ26,-15.29,PZ26_FARFAR2_3,PZ26_FARFAR2_3,6.4560122,PZ26_FARFAR2_3,0.6899030231133872,27
Bujnicki,2,15.442,14,18.376,10,0.84,4,0.936,42,0.913,1,0.795,2,0.95,7,19.997,34,0.679,6,0.0,1,0.0,0,PZ26,-15.442,PZ26_Bujnicki_2,PZ26_Bujnicki_2,6.3580823,PZ26_Bujnicki_2,0.700037734666223,9
Das,3,15.662,15,18.844,16,0.831,8,0.979,2,0.816,14,0.767,12,2.14,19,18.581,25,0.651,43,0.0,1,0.0,0,PZ26,-15.662,PZ26_Das_3,PZ26_Das_3,6.5954647,PZ26_Das_3,0.6908765292787253,25
FARFAR2,10,15.662,15,18.844,16,0.831,8,0.979,2,0.816,14,0.767,12,2.14,19,18.581,25,0.651,43,0.0,1,0.0,0,PZ26,-15.662,PZ26_FARFAR2_10,PZ26_FARFAR2_10,6.5954647,PZ26_FARFAR2_10,0.6908765292787253,25
Bujnicki,4,15.721,17,18.894,18,0.832,7,0.969,7,0.833,12,0.772,9,0.0,1,19.893,33,0.66,25,0.0,1,0.0,0,PZ26,-15.721,PZ26_Bujnicki_4,PZ26_Bujnicki_4,6.3149095,PZ26_Bujnicki_4,0.6967706118079365,14
TFN,1,15.811,18,19.731,20,0.801,46,0.969,7,0.816,14,0.724,51,2.38,29,17.994,15,0.661,17,0.0,1,0.0,0,PZ26,-15.811,PZ26_TFN_1,PZ26_TFN_1,6.183938,PZ26_TFN_1,0.6838058002883748,33
SimRNA,1,16.196,19,21.563,31,0.751,52,0.891,55,-1.0,56,0.706,52,127.24,63,22.743,41,0.249,66,0.0,1,0.0,0,PZ26,-16.196,PZ26_SimRNA_1,PZ26_SimRNA_1,7.5735164,PZ26_SimRNA_1,0.5209975936615405,56
Das,7,16.37,20,20.089,22,0.815,24,0.969,7,0.816,14,0.747,29,1.43,12,17.503,6,0.657,36,0.0,1,0.0,0,PZ26,-16.37,PZ26_Das_7,PZ26_Das_7,6.6585145,PZ26_Das_7,0.7057973949818922,2
FARFAR2,6,16.37,20,20.089,22,0.815,24,0.969,7,0.816,14,0.747,29,1.43,12,17.503,6,0.657,36,0.0,1,0.0,0,PZ26,-16.37,PZ26_FARFAR2_6,PZ26_FARFAR2_6,6.6585145,PZ26_FARFAR2_6,0.7057973949818922,2
Bujnicki,1,16.562,22,19.56,19,0.847,2,0.979,2,0.913,1,0.785,3,0.0,1,19.462,31,0.666,9,0.0,1,0.0,0,PZ26,-16.562,PZ26_Bujnicki_1,PZ26_Bujnicki_1,6.4665647,PZ26_Bujnicki_1,0.6980376767983643,13
Das,4,16.859,23,20.83,24,0.809,30,0.948,31,0.73,31,0.75,25,2.14,19,17.532,8,0.66,25,0.0,1,0.0,0,PZ26,-16.859,PZ26_Das_4,PZ26_Das_4,6.5477076,PZ26_Das_4,0.6990425280538557,10
FARFAR2,2,16.859,23,20.83,24,0.809,30,0.948,31,0.73,31,0.75,25,2.14,19,17.532,8,0.66,25,0.0,1,0.0,0,PZ26,-16.859,PZ26_FARFAR2_2,PZ26_FARFAR2_2,6.5477076,PZ26_FARFAR2_2,0.6990425280538557,10
Das,6,17.072,25,21.263,29,0.803,42,0.927,44,0.73,31,0.75,25,0.71,4,17.409,4,0.661,17,0.0,1,0.0,0,PZ26,-17.072,PZ26_Das_6,PZ26_Das_6,6.8578234,PZ26_Das_6,0.6846900935048151,30
FARFAR2,4,17.072,25,21.263,29,0.803,42,0.927,44,0.73,31,0.75,25,0.71,4,17.409,4,0.661,17,0.0,1,0.0,0,PZ26,-17.072,PZ26_FARFAR2_4,PZ26_FARFAR2_4,6.8578234,PZ26_FARFAR2_4,0.6846900935048151,30
TFN,6,17.111,27,20.885,27,0.819,22,0.957,23,0.816,14,0.76,20,5.48,44,18.83,29,0.66,25,0.0,1,0.0,0,PZ26,-17.111,PZ26_TFN_6,PZ26_TFN_6,6.2354217,PZ26_TFN_6,0.6935806460946429,22
TFN,4,17.319,28,20.843,26,0.831,8,0.979,2,0.816,14,0.764,16,2.14,19,17.82,14,0.667,8,0.0,1,0.0,0,PZ26,-17.319,PZ26_TFN_4,PZ26_TFN_4,6.2617111,PZ26_TFN_4,0.7000799299798909,8
Ding,2,17.364,29,25.17,47,0.69,56,0.874,56,-1.0,56,0.619,57,10.72,52,24.608,51,0.352,60,0.0,1,0.0,0,PZ26,-17.364,PZ26_Ding_2,PZ26_Ding_2,8.5175991,PZ26_Ding_2,0.4581977055394007,62
Das,10,17.501,30,21.163,28,0.827,16,0.979,2,0.73,31,0.759,21,2.86,36,16.477,1,0.657,36,0.0,1,0.0,0,PZ26,-17.501,PZ26_Das_10,PZ26_Das_10,6.7076154,PZ26_Das_10,0.6910465161137875,24
Das,8,17.647,31,21.934,33,0.805,36,0.958,18,0.73,31,0.741,40,0.95,7,18.085,21,0.659,33,0.0,1,0.0,0,PZ26,-17.647,PZ26_Das_8,PZ26_Das_8,6.6155562,PZ26_Das_8,0.6962112225067392,16
FARFAR2,7,17.647,31,21.934,33,0.805,36,0.958,18,0.73,31,0.741,40,0.95,7,18.085,21,0.659,33,0.0,1,0.0,0,PZ26,-17.647,PZ26_FARFAR2_7,PZ26_FARFAR2_7,6.6155562,PZ26_FARFAR2_7,0.6962112225067392,16
TFN,2,17.739,33,21.983,35,0.807,33,0.958,18,0.816,14,0.741,40,2.86,36,17.632,10,0.664,12,0.0,1,0.0,0,PZ26,-17.739,PZ26_TFN_2,PZ26_TFN_2,6.3185034,PZ26_TFN_2,0.7030836335228505,4
TFN,9,18.103,34,22.435,38,0.807,33,0.948,31,0.73,31,0.747,29,3.57,41,18.933,30,0.659,33,0.0,1,0.0,0,PZ26,-18.103,PZ26_TFN_9,PZ26_TFN_9,6.3354511,PZ26_TFN_9,0.691983252077215,23
Chen,5,18.131,35,21.908,32,0.828,14,0.922,47,0.913,1,0.779,5,5.73,45,25.531,61,0.666,9,0.0,1,0.0,0,PZ26,-18.131,PZ26_Chen_5,PZ26_Chen_5,8.3779221,PZ26_Chen_5,0.6141431457932478,39
SimRNA,5,18.242,36,18.242,8,-1.0,63,-1.0,63,-1.0,56,-1.0,63,156.73,67,22.068,38,0.29,62,0.0,1,0.0,0,PZ26,-18.242,PZ26_SimRNA_5,PZ26_SimRNA_5,7.3776965,PZ26_SimRNA_5,0.5497609334085616,53
Chen,9,18.34,37,22.13,37,0.829,11,0.945,39,0.816,14,0.775,8,2.14,19,25.48,60,0.613,48,0.0,1,0.0,0,PZ26,-18.34,PZ26_Chen_9,PZ26_Chen_9,8.1893787,PZ26_Chen_9,0.6051386658565167,45
Chen,2,18.479,38,22.788,39,0.811,28,0.957,23,0.913,1,0.736,45,3.1,38,24.209,46,0.663,13,0.0,1,0.0,0,PZ26,-18.479,PZ26_Chen_2,PZ26_Chen_2,8.2171345,PZ26_Chen_2,0.6256600552638051,37
SimRNA,3,18.68,39,27.154,53,0.688,57,0.863,57,0.0,52,0.639,55,114.72,61,24.746,53,0.262,64,0.0,1,0.0,0,PZ26,-18.68,PZ26_SimRNA_3,PZ26_SimRNA_3,7.7210388,PZ26_SimRNA_3,0.5064028374540072,57
Adamiak,1,18.711,40,22.812,40,0.82,20,0.957,23,0.577,47,0.763,17,10.25,51,23.321,44,0.577,52,0.0,1,0.0,0,PZ26,-18.711,PZ26_Adamiak_1,PZ26_Adamiak_1,7.9617739,PZ26_Adamiak_1,0.5912588188205566,49
Adamiak,3,18.809,41,22.121,36,0.85,1,0.957,23,0.707,44,0.806,1,8.1,46,21.557,37,0.732,1,0.0,1,0.0,0,PZ26,-18.809,PZ26_Adamiak_3,PZ26_Adamiak_3,7.6389904,PZ26_Adamiak_3,0.6332515949828567,36
RNAComposer,3,19.043,42,23.796,43,0.8,47,0.922,47,0.816,14,0.742,39,9.06,47,22.978,42,0.703,3,0.0,1,0.0,0,PZ26,-19.043,PZ26_RNAComposer_3,PZ26_RNAComposer_3,7.7964411,PZ26_RNAComposer_3,0.6098675549382984,43
Adamiak,2,19.074,43,23.285,41,0.819,22,0.957,23,0.577,47,0.763,17,9.77,50,26.177,62,0.584,50,0.0,1,0.0,0,PZ26,-19.074,PZ26_Adamiak_2,PZ26_Adamiak_2,8.0140743,PZ26_Adamiak_2,0.5876764366901513,52
Ding,1,19.338,44,26.229,50,0.737,53,0.91,52,0.0,52,0.679,53,13.35,54,22.411,39,0.377,58,0.0,1,5.551e-17,0,PZ26,-19.338,PZ26_Ding_1,PZ26_Ding_1,7.5896583,PZ26_Ding_1,0.5319370301250428,54
FARFAR2,9,19.901,45,24.934,46,0.798,49,0.948,31,0.73,31,0.734,46,2.62,31,17.739,13,0.66,25,0.0,1,4.441e-16,0,PZ26,-19.901,PZ26_FARFAR2_9,PZ26_FARFAR2_9,6.7775092,PZ26_FARFAR2_9,0.6955137942508283,19
TFN,10,20.003,46,20.003,21,-1.0,63,-1.0,63,-1.0,56,-1.0,63,2.14,19,18.427,24,0.661,17,0.0,1,6.661e-16,0,PZ26,-20.003,PZ26_TFN_10,PZ26_TFN_10,6.2359972,PZ26_TFN_10,0.6983523332802878,12
Ding,3,20.186,47,28.703,58,0.703,55,0.91,52,0.0,52,0.631,56,14.78,55,23.086,43,0.374,59,0.0,1,1.499e-15,0,PZ26,-20.186,PZ26_Ding_3,PZ26_Ding_3,7.8568177,PZ26_Ding_3,0.5257035767159026,55
Xiao,3,20.615,48,37.458,63,0.55,59,0.523,59,-1.0,56,0.584,59,18.36,56,28.575,65,0.522,53,0.0,1,9.992e-15,0,PZ26,-20.615,PZ26_Xiao_3,PZ26_Xiao_3,8.4912415,PZ26_Xiao_3,0.4444908592894791,65
Adamiak,4,20.621,49,24.892,45,0.828,14,0.957,23,0.577,47,0.777,6,9.53,49,24.694,52,0.583,51,0.0,1,1.021e-14,0,PZ26,-20.621,PZ26_Adamiak_4,PZ26_Adamiak_4,8.2155752,PZ26_Adamiak_4,0.5913414010773066,48
RNAComposer,1,20.651,50,26.023,49,0.794,50,0.922,47,0.577,47,0.743,38,9.29,48,21.544,36,0.714,2,0.0,1,1.166e-14,0,PZ26,-20.651,PZ26_RNAComposer_1,PZ26_RNAComposer_1,7.7644877,PZ26_RNAComposer_1,0.6072610901340123,44
SimRNA,2,21.398,51,29.855,62,0.717,54,0.91,52,0.0,52,0.664,54,146.53,66,25.333,58,0.282,63,0.0,1,2.677e-13,0,PZ26,-21.398,PZ26_SimRNA_2,PZ26_SimRNA_2,7.7448545,PZ26_SimRNA_2,0.4992477178363207,58
Chen,6,21.399,52,26.567,52,0.805,36,0.957,23,0.913,1,0.726,49,2.14,19,25.19,56,0.614,47,0.0,1,2.687e-13,0,PZ26,-21.399,PZ26_Chen_6,PZ26_Chen_6,8.3749504,PZ26_Chen_6,0.596029300425811,47
Chen,10,21.417,53,25.524,48,0.839,5,0.967,17,0.913,1,0.776,7,2.62,31,25.369,59,0.616,46,0.0,1,2.893e-13,0,PZ26,-21.417,PZ26_Chen_10,PZ26_Chen_10,8.323103,PZ26_Chen_10,0.6099175865245047,42
Chen,1,21.553,54,26.261,51,0.821,19,0.934,43,0.913,1,0.762,19,3.57,41,25.318,57,0.662,15,0.0,1,5.018e-13,0,PZ26,-21.553,PZ26_Chen_1,PZ26_Chen_1,8.1947384,PZ26_Chen_1,0.6188871046299109,38
